species,length_cm,length_ref,mass_grams,phylo_distance_diet_model_my,venom_yield_mg,venom_yield_ref,environment,constriction,Env_refs,dimensions,ld50_mg,ld50_method,ld50_model,ld50_ref,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g
Crotalus_molossus,126,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1021,49.4,286,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,2.7,ip,mouse,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",0,0,0,0,16.7,0,83.3,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",53.045
Crotalus_molossus,126,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1021,49.4,286,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,8.36,im,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,0,16.7,0,83.3,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",53.045
Crotalus_oreganus,150,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1696,45.8,87.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3.2,ip,mouse,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,150,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1696,45.8,87.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,4.3,im,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,150,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1696,45.8,87.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,2.01,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,75.6,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",231,45.8,15.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,0.38,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,75.6,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",231,45.8,15.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,0.29,ip,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,75.6,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",231,45.8,15.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,1.5,im,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,105.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",609,45.8,100.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,2.4,ip,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,105.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",609,45.8,100.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,6,im,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,102.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",560,45.8,78.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,4.6,ip,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,162.6,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",2145,45.8,90,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,2.84,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,162.6,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",2145,45.8,90,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3.2,ip,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_oreganus,162.6,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",2145,45.8,90,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3.6,im,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,2.3,10.3,2.3,0,85.1,no,"Grundler, M.C. and Rabosky, D.L., 2014. Trophic divergence despite morphological convergence in a continental radiation of snakes. Proceedings of the Royal Society of London B: Biological Sciences, 281(1787), p.20140413.",328.12
Crotalus_pricei,65,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",149,207.2,6.1,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3.07,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,67,3,0,30,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",27.83
Crotalus_pricei,65,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",149,207.2,6.1,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,11.5,im,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,67,3,0,30,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",27.83
Crotalus_pricei,65,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",149,207.2,6.1,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,1.25,ip,mouse,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",0,0,0,67,3,0,30,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",27.83
Crotalus_ruber,162.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",2141,20.7,221,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3.73,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,5.3,1.7,0,93,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",NA
Crotalus_ruber,162.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",2141,20.7,221,"Glenn J.L. and Straight R.C. (1985) Venom properties of the rattlesnakes ( Crotalus ) inhabiting the Baja California region of Mexico. Toxicon, Vol. 23, p 769.; Mackessy, S.P., 1985. Fractionation of red diamond rattlesnake (Crotalus ruber ruber) venom: protease, phosphodiesterase, L-amino acid oxidase activities and effects of metal ions and inhibitors on protease activity. Toxicon, 23(2), pp.337-340.",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,21.25,sc,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,5.3,1.7,0,93,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",NA
Crotalus_ruber,162.5,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",2141,20.7,221,"Glenn J.L. and Straight R.C. (1985) Venom properties of the rattlesnakes ( Crotalus ) inhabiting the Baja California region of Mexico. Toxicon, Vol. 23, p 769.; Mackessy, S.P., 1985. Fractionation of red diamond rattlesnake (Crotalus ruber ruber) venom: protease, phosphodiesterase, L-amino acid oxidase activities and effects of metal ions and inhibitors on protease activity. Toxicon, 23(2), pp.337-340.",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,3.8,ip,mouse,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",0,0,0,5.3,1.7,0,93,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",NA
Crotalus_scutulatus,129,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1093,9.3,70,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,0.33,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,3.15,0,0,96.85,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",240.22
Crotalus_scutulatus,129,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1093,9.3,70,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,0.2,ip,mouse,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",0,0,0,3.15,0,0,96.85,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",240.22
Crotalus_tigris,90,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",384,124.3,11.7,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,0.056,iv,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,39,3,0,58,no,"Goode, M.J. and M.D. Wall. 2002. Tiger rattlesnake ecology and management. Nongame and Endangered Wildlife Program Heritage Report. Arizona Game and Fish Department, Phoenix, Arizona.",NA
Crotalus_tigris,90,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",384,124.3,11.7,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,0.21,sc,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,39,3,0,58,no,"Goode, M.J. and M.D. Wall. 2002. Tiger rattlesnake ecology and management. Nongame and Endangered Wildlife Program Heritage Report. Arizona Game and Fish Department, Phoenix, Arizona.",NA
Crotalus_tigris,90,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",384,124.3,11.7,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,0.07,ip,mouse,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",0,0,0,39,3,0,58,no,"Goode, M.J. and M.D. Wall. 2002. Tiger rattlesnake ecology and management. Nongame and Endangered Wildlife Program Heritage Report. Arizona Game and Fish Department, Phoenix, Arizona.",NA
Crotalus_tortugensis,105.8,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",614,0,63,"Glenn J.L. and Straight R.C. (1985) Venom properties of the rattlesnakes ( Crotalus ) inhabiting the Baja California region of Mexico. Toxicon, Vol. 23, p 769.",terrestrial,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,1.8,ip,mouse,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,0,0,0,0,100,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",28.6
